,up,down,left,right
"(28, 63)",-61337.504398380246,4.419274415160652e+43,-inf,-inf
"(29, 1)",-2.8013699395558096e+24,-4.4909895242392433e+24,-inf,-inf
"(29, 3)",-13429993643.83051,-inf,-inf,inf
"(29, 4)",-inf,-inf,-3.205736567581488e+19,-9.79076470247707e+18
"(29, 5)",-inf,inf,-22317668416.22216,-inf
"(29, 7)",-inf,-inf,-inf,2.4007644989434885e+243
"(29, 8)",-inf,-inf,-82367835.18874806,9.792596165939818e+245
"(29, 9)",-inf,-inf,-113724987.70416348,1.896396658233448e+248
"(29, 10)",-inf,-inf,-148728671.98170963,1.945208473508813e+250
"(29, 11)",1.4637701645235626e+252,-inf,-181656640.54516143,-inf
"(29, 13)",4.743700799615064e+244,-27797873494.49672,-inf,-inf
"(29, 15)",2.9597492854670604e+262,-106993456.98534918,-inf,-inf
"(29, 17)",-17660449918.291252,1.0081572475910218e+227,-inf,-inf
"(29, 19)",-inf,inf,-inf,-355560979.2782708
"(29, 20)",-inf,-inf,-4353434418897327.5,-1.2274031066084574e+16
"(29, 21)",-inf,-inf,-98828558.25979382,-inf
"(29, 23)",-373646724732.93396,-891858660177.2463,-inf,-inf
"(29, 25)",-262909945.1223732,6.028232733371162e+275,-inf,-inf
"(29, 27)",1.1167141409109103e+275,-428031420.035666,-inf,-inf
"(29, 29)",-inf,inf,-inf,-1554016505.5265782
"(29, 30)",-inf,-inf,-1.1672686620963012e+45,-1.928486584029618e+45
"(29, 31)",-inf,-inf,inf,-1.6400146171586871e+35
"(29, 32)",-inf,-inf,-8.54061035016872e+37,-1.0262810709547781e+38
"(29, 33)",-427530692.9867115,-inf,-426897142.5607577,-inf
"(29, 35)",-758434344.3681812,-inf,-inf,3.9928868252067505e+218
"(29, 36)",-inf,-inf,-913943198.6095102,8.119156116771457e+216
"(29, 37)",-inf,-inf,-1094981897.5063598,1.2354945769186396e+215
"(29, 38)",-inf,-inf,-1295077143.357028,1.2506125499477027e+213
"(29, 39)",-inf,6.315188080589665e+210,-1530243568.7021642,-inf
"(29, 41)",9.87394911524214e+164,-69278888.00550205,-inf,-70123928.75626215
"(29, 42)",-inf,-inf,4.444672574709204e+165,-82733692.8558022
"(29, 43)",-inf,-inf,1.978989688080856e+166,-101413544.0641808
"(29, 44)",-inf,-inf,8.715595456686361e+166,-119200038.66858631
"(29, 45)",-inf,-135394754.2455656,3.796701302015137e+167,-inf
"(29, 47)",-856525.7557054508,1.1852661157658265e+69,-inf,-inf
"(29, 49)",-816113.1056283015,-829206.1698972925,-inf,1.405886473897257e+84
"(29, 50)",-inf,-inf,-898249.0798207584,1.350209899564273e+83
"(29, 51)",-inf,1.2655692568040432e+82,-1020488.7011850028,-inf
"(29, 53)",-inf,-975466.4441435356,-inf,4.968026623649918e+75
"(29, 54)",-inf,-inf,-1174589.241548055,3.856807474633464e+74
"(29, 55)",2.9125123769491025e+73,-inf,-1351686.5867647023,-inf
"(29, 57)",-1585063.298048671,3.401824504670418e+61,-inf,-inf
"(29, 59)",5.024012338482637e+126,-inf,-inf,-inf
"(29, 61)",8.026717004207913e+50,-233338.8570058653,-inf,-inf
"(29, 63)",-45014.34825504285,1.3341187758658784e+42,-inf,-inf
"(30, 1)",inf,-1.3848211536681249e+19,-inf,-inf
"(30, 5)",-3.668547870933774e+16,inf,-inf,-inf
"(30, 13)",2.7598030859411917e+243,-25243635472.472534,-inf,-inf
"(30, 15)",2.656057224017652e+261,-68918317.45537257,-inf,-inf
"(30, 17)",-15521096168.004314,7.471996232780719e+228,-inf,-inf
"(30, 19)",-202334275383.49847,-156220704704.01837,-inf,-inf
"(30, 23)",inf,-294119158325.61584,-inf,-inf
"(30, 25)",-314547977.6807035,4.736480388680034e+275,-inf,-inf
"(30, 27)",1.550741174144602e+275,-399363324.2218604,-inf,-inf
"(30, 29)",-8.743503997195583e+31,-1.031466027713802e+31,-inf,-inf
"(30, 39)",-1819372683.0588148,6.682542200490514e+210,-inf,-inf
"(30, 41)",5.7319107809434366e+163,-50788308.24872009,-inf,-inf
"(30, 45)",1.636164235698302e+168,-161286045.04640096,-inf,-inf
"(30, 47)",-727017.3676420926,4.5490879044613816e+67,-inf,-inf
"(30, 49)",1.0498079625560486e+83,-546311.9572251305,-inf,-inf
"(30, 51)",-1092855.5101905407,1.1573043611133577e+81,-inf,-inf
"(30, 53)",6.227863389951889e+76,-887233.2067889764,-inf,-inf
"(30, 57)",-1252466.0235581154,1.823553538736756e+60,-inf,-inf
"(30, 61)",1.9695574702217005e+52,-281873.0972677539,-inf,-inf
"(30, 63)",-34521.76355836252,3.8042341064320648e+40,-inf,-inf
"(31, 1)",inf,-64858060687.24139,-inf,-1671732690.8525136
"(31, 2)",-inf,-inf,-2.392729906709415e+22,-1.4261033613659074e+23
"(31, 3)",-inf,-2601389747.656945,inf,-inf
"(31, 5)",-35215689247.62034,-inf,-inf,-35175321600.065186
"(31, 6)",-inf,-inf,-5.230597526341573e+18,inf
"(31, 7)",-inf,-inf,-1.7485369666279224e+20,-1.2464277514783929e+20
"(31, 8)",-inf,-inf,-1.55834934196254e+24,-6.751372845302601e+23
"(31, 9)",-inf,-inf,-8.96032814712603e+20,-8.443745186716603e+20
"(31, 10)",-inf,-inf,-5.728126784863216e+19,inf
"(31, 11)",-inf,-101643304243.29211,-101802337260.20348,-inf
"(31, 13)",1.5171414972018968e+242,-21749447991.18985,-inf,-inf
"(31, 15)",1.0819081596689949e+260,-inf,-inf,-inf
"(31, 17)",-12800768652.619562,4.333239054820384e+230,-inf,-inf
"(31, 19)",-758670280.022104,-inf,-inf,-758399207.757663
"(31, 20)",-inf,-inf,-2307447518008485.0,inf
"(31, 21)",-inf,inf,-1194934694.7415822,-inf
"(31, 23)",-441442771802.8336,-614841847320.3726,-inf,-inf
"(31, 25)",-355772936.23129,-inf,-inf,3.679319718213394e+275
"(31, 26)",-inf,-inf,-372252230.340508,2.8165931473362873e+275
"(31, 27)",2.126730421074364e+275,2.2295045054056884e+246,-347008129.9277781,-inf
"(31, 29)",-4.060069133327376e+39,inf,-inf,-inf
"(31, 31)",-inf,2.6617669982184014e+214,-inf,-132915431.09551722
"(31, 32)",-inf,-inf,1.9379644702973328e+213,-102273544.97271726
"(31, 33)",-inf,-inf,1.23401958119286e+212,-74967771.01057893
"(31, 34)",-inf,-inf,6.801100210921839e+210,4.845887959380454e+158
"(31, 35)",-inf,-35415327.6179151,3.249196623196589e+209,-35386173.95999893
"(31, 36)",-inf,-inf,4.300317953181207e+207,-25281782.27665576
"(31, 37)",-inf,-inf,2.5184334195675203e+205,-inf
"(31, 39)",-2138632496.617184,7.003894178111099e+210,-inf,-inf
"(31, 41)",2.867388444916484e+162,-36008871.66128802,-inf,-inf
"(31, 43)",-inf,2.448881669374043e+152,-inf,-inf
"(31, 45)",6.975312898596393e+168,-191641688.763587,-inf,-inf
"(31, 47)",-617686.3467978754,1.689886976266317e+66,-inf,-inf
"(31, 49)",3.825395401530016e+81,-inf,-inf,-inf
"(31, 51)",-1037324.149237874,-inf,-inf,1.0320868794965136e+80
"(31, 52)",-inf,-inf,-898812.2772307197,8.972766950709131e+78
"(31, 53)",7.601436602765869e+77,-inf,-713660.0235914822,-694639.6158951866
"(31, 54)",-inf,-inf,6.45284585976492e+76,-441942.1402295894
"(31, 55)",-inf,-inf,2.6655341517634788e+75,-inf
"(31, 57)",-949035.020716064,-inf,-inf,9.432875855978536e+58
"(31, 58)",-inf,-inf,-726458.780338508,4.703826923539233e+57
"(31, 59)",-inf,-inf,-545409.0394185436,2.258761964610897e+56
"(31, 60)",-inf,-inf,-423265.60643466393,1.0432361946501016e+55
"(31, 61)",4.628317367354654e+53,-inf,-341996.3375563257,-inf
"(31, 63)",-27023.084753420106,1.023535627442252e+39,-inf,-inf
"(32, 1)",inf,-6.646914464643146e+20,-inf,-inf
"(32, 3)",-1.0632536146464281e+23,-1.1616745048197089e+24,-inf,-inf
"(32, 11)",-3.9425403235721073e+18,inf,-inf,-inf
"(32, 13)",7.711565456838537e+240,-18493275016.42998,-inf,-inf
"(32, 17)",-10615224337.40681,2.0875631801326248e+232,-inf,-inf
"(32, 21)",-1647994922.6859305,inf,-inf,-inf
"(32, 23)",inf,-183661774836.58722,-inf,-inf
"(32, 27)",6.400734137845538e+273,-272905392.46372336,-inf,-inf
"(32, 29)",-9.416129432022026e+32,inf,-inf,-inf
"(32, 31)",-165762630.98531362,3.2577204567066828e+215,-inf,-inf
"(32, 35)",9.050513376839241e+207,-32201250.86867598,-inf,-inf
"(32, 39)",-2539578245.0325704,7.270801091690712e+210,-inf,-inf
"(32, 41)",1.2248245848634462e+161,-25919338.25850517,-inf,-inf
"(32, 43)",-5629449.270479575,3.576366162194229e+154,-inf,-inf
"(32, 45)",2.9420595551568623e+169,-226889184.5625839,-inf,-inf
"(32, 47)",-517710.7661295369,6.070874445468907e+64,-inf,-inf
"(32, 63)",-20431.36377848128,2.598786980310663e+37,-inf,-inf
"(33, 1)",inf,-4.746369121684753e+19,-inf,-inf
"(33, 3)",inf,-6.380119829104951e+19,-inf,-inf
"(33, 5)",-inf,inf,-inf,-68555698140.97519
"(33, 6)",-inf,-inf,-6.203744851696184e+21,-1.9822794531226727e+22
"(33, 7)",-inf,-inf,inf,-4.1824913309272616e+21
"(33, 8)",-inf,-inf,-1.4511821371328086e+17,-2.502071798075017e+17
"(33, 9)",-inf,-inf,inf,-5.894526858680932e+17
"(33, 10)",-inf,-inf,inf,-1.4548122367310284e+25
"(33, 11)",-127610010413.40096,-inf,-127270806585.14806,-inf
"(33, 13)",3.6794871496077368e+239,-inf,-inf,-15838916647.197714
"(33, 14)",-inf,-inf,1.6233837724750095e+238,-13948265140.951668
"(33, 15)",-inf,-inf,6.4557788944576895e+236,-12069586642.679884
"(33, 16)",-inf,-inf,2.4440466000420366e+235,-10081190955.184977
"(33, 17)",-8573337058.778486,-inf,8.143281074650295e+233,-8550376242.629841
"(33, 18)",-inf,-inf,4.5082357010384685e+231,-5955839032.668399
"(33, 19)",-inf,-inf,1.2795776449607185e+229,-4456952692.426668
"(33, 20)",-inf,-inf,-3086656250.23952,-3092066531.826689
"(33, 21)",-2289550361.6999745,-inf,-2287735823.286757,-inf
"(33, 23)",-1845283268528.82,-2547467137415.819,-inf,-inf
"(33, 25)",-inf,2.354544026889513e+260,-inf,-inf
"(33, 27)",1.688863481841862e+272,-215250689.46524623,-inf,-inf
"(33, 29)",-3.384157648110397e+36,inf,-inf,-inf
"(33, 31)",-198851987.65847048,5.863369717729854e+158,-inf,3.6405534410312446e+216
"(33, 32)",-inf,-inf,-249260690.97776803,2.0856641671191456e+217
"(33, 33)",-inf,1.1190708239392315e+218,-302174928.75250506,-inf
"(33, 35)",1.8281920191058242e+206,-26338888.041614253,-inf,-inf
"(33, 37)",-inf,3.8489635194016857e+211,-inf,-3624758080.205401
"(33, 38)",-inf,-inf,1.6109287470894546e+211,-3286457622.518916
"(33, 39)",-2918126619.0836706,-inf,7.475788205172679e+210,-inf
"(33, 41)",4.345592767743175e+159,-inf,-inf,-18862442.40957145
"(33, 42)",-inf,-inf,1.2235679863916506e+158,-13223760.41372951
"(33, 43)",-8995378.83245283,-inf,2.561427991182121e+156,-inf
"(33, 45)",1.227714259569104e+170,-267159335.65677315,-inf,-inf
"(33, 47)",-431479.5558839091,-inf,-inf,2.1072796231653096e+63
"(33, 48)",-inf,-inf,-357819.14666012966,7.060979412235205e+61
"(33, 49)",-inf,-inf,-316945.7538456058,2.2816391835019607e+60
"(33, 50)",-inf,-inf,-280767.66012886795,7.102349650699127e+58
"(33, 51)",-inf,-inf,-252895.922569336,2.127290664599595e+57
"(33, 52)",-inf,-inf,-221179.11241929792,6.123008008003264e+55
"(33, 53)",-inf,-inf,-196449.8279783585,1.6912015493976134e+54
"(33, 54)",-inf,-inf,-153858.06737304584,4.475248915753778e+52
"(33, 55)",-inf,-inf,-118729.51167146678,1.1324679616883588e+51
"(33, 56)",-inf,-inf,-87274.55134327894,2.7345785784789097e+49
"(33, 57)",-inf,-inf,-67306.67581737245,6.285209535171258e+47
"(33, 58)",-inf,-inf,-54375.18568159471,1.3710015439493337e+46
"(33, 59)",-inf,-inf,-45271.94776439809,2.8284455865822166e+44
"(33, 60)",-inf,-inf,-36751.76169265308,5.496702737142118e+42
"(33, 61)",-inf,1.0015689542373651e+41,-26534.48621097077,-inf
"(33, 63)",-15997.840088286908,6.239663340117029e+35,-inf,-inf
"(34, 1)",inf,-5.488602998005944e+25,-inf,-inf
"(34, 3)",-9.364839578451757e+23,-9.65690898198646e+23,-inf,-inf
"(34, 5)",-9.168635688914774e+16,-4.19278244692552e+16,-inf,-inf
"(34, 23)",-30432863775.83963,-78152634508.40222,-inf,-inf
"(34, 25)",-43797667.36452683,6.680774678896638e+262,-inf,-inf
"(34, 27)",3.750761056641278e+270,-167387045.37496766,-inf,-inf
"(34, 29)",-2.6271357187699378e+42,inf,-inf,-inf
"(34, 31)",2.7463867541230485e+215,-182827799.7968841,-inf,-inf
"(34, 33)",-350098043.5386236,5.700705927050324e+218,-inf,-inf
"(34, 35)",2.2855236492101689e+204,-19854434.63611648,-inf,-inf
"(34, 37)",-4020630246.594179,2.190851889929365e+212,-inf,-inf
"(34, 45)",5.069395174961552e+170,-315355162.00126594,-inf,-inf
"(34, 61)",-20309.70419548943,1.7020427244039165e+39,-inf,-inf
"(34, 63)",-11835.058617594354,1.4229996749275412e+34,-inf,-inf
"(35, 1)",-220079232.2784821,-inf,-inf,-inf
"(35, 3)",-2.2750466645589173e+23,-6.941118131058256e+23,-inf,-inf
"(35, 5)",-1.0185424136434867e+17,-4.629365065276219e+16,-inf,-inf
"(35, 7)",-inf,-399154923.4849189,-inf,-398473791.5806174
"(35, 8)",-inf,-inf,-228267007467621.7,inf
"(35, 9)",-inf,-952559540.5421134,-952977358.8604816,-inf
"(35, 11)",-inf,-7182438206.124543,-inf,inf
"(35, 12)",-inf,-inf,-450686656699.6631,-448623613504.1768
"(35, 13)",-inf,-12807705726.10374,-243282162818.0305,inf
"(35, 14)",-inf,-inf,-69446943586843.21,-9082570349244.871
"(35, 15)",-inf,inf,-16694402713.623137,-inf
"(35, 17)",-inf,-7004703600.635863,-inf,-7002063972.748245
"(35, 18)",-inf,-inf,-96756587883305.62,-39064620043071.18
"(35, 19)",-inf,-inf,-300058907726.12427,inf
"(35, 20)",-inf,-inf,-10391457635.192612,inf
"(35, 21)",-inf,-1155674886.3086464,-1156676267.3555653,-inf
"(35, 23)",inf,-24023391870.330376,-inf,-inf
"(35, 25)",-65738386.05609996,-inf,-inf,1.0089344511569773e+265
"(35, 26)",-inf,-inf,6.208311168289466e+194,9.984685871324672e+266
"(35, 27)",7.12958379822787e+268,-inf,-126855983.02066764,-inf
"(35, 29)",-1.4091863174864067e+40,inf,-inf,-inf
"(35, 31)",1.7659299114118865e+214,-157997371.7588597,-inf,-inf
"(35, 33)",1.4113459394130616e+190,2.771866363666369e+219,-inf,-inf
"(35, 35)",1.4044216946090694e+202,-inf,-inf,-inf
"(35, 37)",-4370792694.091048,2.7331286829961205e+213,-inf,-inf
"(35, 39)",-inf,-352942116.02408266,-inf,7.746240513623766e+174
"(35, 40)",-inf,-inf,-383420034.00926393,2.0173410092744927e+174
"(35, 41)",-inf,-inf,-409406399.7538295,5.200364652711648e+173
"(35, 42)",-inf,-inf,-444261274.92369765,1.3268891869103954e+173
"(35, 43)",-inf,-inf,-450605549.827072,3.350824816179847e+172
"(35, 44)",-inf,-inf,-422836356.03175056,8.374290804403664e+171
"(35, 45)",2.071264408902642e+171,-inf,-377091604.1623005,-inf
"(35, 47)",-inf,-inf,-inf,7.022123722831359e+34
"(35, 48)",-inf,-inf,-45902.601151617535,4.98817825397425e+35
"(35, 49)",-inf,1.7457597872174212e+36,-46881.7858982093,-45820.96271835163
"(35, 50)",-inf,-inf,4.988330824841227e+35,-41001.680473606335
"(35, 51)",-inf,-inf,7.022481043371636e+34,-inf
"(35, 53)",-inf,-81406.63715256743,-inf,3.9539630991928754e+35
"(35, 54)",-inf,-inf,-76622.1916324873,2.107718409508702e+35
"(35, 55)",-inf,1.059194671940769e+35,-62156.21794572989,2.7279259487727224e+16
"(35, 56)",-inf,-inf,9.033496795529654e+34,-64843.75677289567
"(35, 57)",-inf,-inf,6.515455391903774e+34,-65733.16870113554
"(35, 58)",-inf,-inf,3.807508928699522e+34,-60995.37082923701
"(35, 59)",-inf,-53866.746940238125,1.684922125518092e+34,-inf
"(35, 61)",-13969.995175485215,2.6813627902353075e+37,-inf,-inf
"(35, 63)",-9122.504706941654,3.103041459113877e+32,-inf,-inf
"(36, 3)",inf,-4.7649699314769155e+31,-inf,-inf
"(36, 5)",-1.1323310740847072e+20,-4.1309257434897195e+19,-inf,-inf
"(36, 7)",inf,-116554622691906.78,-inf,-inf
"(36, 9)",-1.213481333804873e+21,inf,-inf,-inf
"(36, 11)",inf,-1696651381088.1416,-inf,-inf
"(36, 13)",-3515533497348073.0,-1.319624540475243e+16,-inf,-inf
"(36, 15)",-5023534190808.152,-2876346666685.6113,-inf,-inf
"(36, 17)",inf,-336980182097.4189,-inf,-inf
"(36, 21)",-3202594570823.205,inf,-inf,-inf
"(36, 23)",-205206758282.21637,-1376104498103.96,-inf,-inf
"(36, 29)",-1.64043020047116e+32,inf,-inf,-inf
"(36, 31)",1.0201788206828515e+213,-130377398.79173976,-inf,-inf
"(36, 33)",-387666973.8598511,1.2760190536373248e+220,-inf,-inf
"(36, 37)",-4826029400.73331,3.2349498043382924e+214,-inf,-inf
"(36, 39)",2.944187102110253e+175,-322109220.81315166,-inf,-inf
"(36, 49)",-57296.73137873951,2.413081413895904e+36,-inf,-inf
"(36, 53)",6.934835489191327e+35,-89010.03868737209,-inf,-inf
"(36, 55)",-55490.05268238018,3.611905869883002e+34,-inf,-inf
"(36, 59)",4.998127951124111e+33,-51031.623398492906,-inf,-inf
"(36, 61)",-10219.459696806463,3.889709221958394e+35,-inf,-inf
"(36, 63)",-7149.283364442114,6.517726185432434e+30,-inf,-inf
"(37, 1)",-inf,-1749990033.156545,-inf,inf
"(37, 2)",-inf,-inf,-1.0678163640453435e+19,-9.80358093570747e+18
"(37, 3)",-2716431138.217515,-inf,-2720136839.916912,-inf
"(37, 5)",-2.1367163861372963e+21,inf,-inf,-inf
"(37, 7)",-167606473.54171348,-inf,-inf,-inf
"(37, 9)",-2210659763.12012,-inf,-inf,inf
"(37, 10)",-inf,-inf,-2.9184500282976804e+16,-1.1441105807078216e+16
"(37, 11)",inf,-inf,-4225593444.851305,-inf
"(37, 13)",inf,-2816438426926979.5,-inf,-inf
"(37, 15)",-15625342746.609886,-inf,-inf,inf
"(37, 16)",-inf,-inf,-2411826273511.0103,-1280971178419.1172
"(37, 17)",-11289337830.57515,-inf,-11299930396.788378,-inf
"(37, 19)",-inf,-inf,-inf,-389732755.2234601
"(37, 20)",-inf,-inf,-156630462069.9947,inf
"(37, 21)",-625346159.7433783,-inf,-5124603219.58065,inf
"(37, 22)",-inf,-inf,-34743353412.09741,-10931955895.264565
"(37, 23)",inf,-inf,-1110048172.2057488,-inf
"(37, 25)",-inf,-24416372723.763138,-inf,-24434313209.944214
"(37, 26)",-inf,-inf,inf,-2.006792538411274e+30
"(37, 27)",-inf,-inf,-1.1005959708891358e+40,-1.9587064784133073e+40
"(37, 28)",-inf,-inf,inf,-9.390312701520649e+43
"(37, 29)",-11037509678.528145,-inf,-11025606732.698578,-inf
"(37, 31)",5.087502563658924e+211,-105345327.87102428,-inf,-inf
"(37, 33)",-361110569.0478624,5.559986552912491e+220,-inf,-inf
"(37, 35)",-inf,1.4201777774990611e+217,-inf,-5352893715.246609
"(37, 36)",-inf,-inf,2.2921748608555968e+216,-5490308594.097639
"(37, 37)",-5290389259.686155,-inf,3.036361388598028e+215,-inf
"(37, 39)",1.1077173843119908e+176,-inf,-inf,-291056186.82611394
"(37, 40)",-inf,-inf,4.126211224877813e+176,-260691270.9118919
"(37, 41)",-inf,-inf,1.5216448739492105e+177,-239085869.0920725
"(37, 42)",-inf,-inf,5.5558007587219895e+177,-212236541.27563944
"(37, 43)",-inf,-178494292.77950168,2.008344721459153e+178,-178866777.49932304
"(37, 44)",-inf,-inf,7.092780660686861e+178,-205258854.8944929
"(37, 45)",-inf,-inf,2.4803054582752115e+179,-244230455.15796444
"(37, 46)",-inf,-inf,8.588438517228187e+179,-284371203.986073
"(37, 47)",-inf,-304661703.8366422,2.9446588534312416e+180,-inf
"(37, 49)",-67329.17940435473,-inf,-inf,2.7488813716406406e+36
"(37, 50)",-inf,-inf,-71937.53598443775,2.6604597007450056e+36
"(37, 51)",-inf,-inf,-83557.66203391456,2.2397676453345333e+36
"(37, 52)",-inf,-inf,-90986.60926924364,1.672385479113991e+36
"(37, 53)",1.1260085306929304e+36,-inf,-94052.74836280526,-inf
"(37, 55)",-42865.12517772552,-inf,-inf,1.2014450545022258e+34
"(37, 56)",-inf,-inf,-32691.817215590832,3.92823739767747e+33
"(37, 57)",-inf,1.2715324008434074e+33,-24575.26079045337,-inf
"(37, 59)",7.419197211804435e+32,-inf,-inf,-inf
"(37, 61)",-7949.858512159506,5.157418395381951e+33,-inf,-inf
"(37, 63)",-5234.377780144582,1.32600157633358e+29,-inf,-inf
"(38, 1)",-2.9396259496815234e+23,-6.779184636975965e+23,-inf,-inf
"(38, 5)",-1.2014666643835156e+18,inf,-inf,-inf
"(38, 13)",-940261948127636.2,-3446402597251494.5,-inf,-inf
"(38, 25)",-1.2443024412780612e+48,-7.865334299541614e+47,-inf,-inf
"(38, 31)",2.1647194369153656e+210,-84119970.41223143,-inf,-inf
"(38, 33)",-312395167.19362384,2.3012987947658583e+221,-inf,-inf
"(38, 35)",-5007402857.012475,7.355075985285265e+217,-inf,-inf
"(38, 43)",9.597702399442909e+176,-130452526.23328917,-inf,-inf
"(38, 47)",9.998045164843963e+180,-300528976.3338727,-inf,-inf
"(38, 57)",-18943.657893024265,4.085033313513817e+32,-inf,-inf
"(38, 61)",-6109.164301561581,6.199437472410707e+31,-inf,-inf
"(38, 63)",-3860.283986763495,2.619841161223761e+27,-inf,-inf
"(39, 1)",inf,-50855602705.87229,-inf,-1044257844.613448
"(39, 2)",-inf,-inf,-6.41806005319478e+37,-1.7917165304262693e+38
