,up,down,left,right
"(39, 3)",-inf,-1967241801.967388,-1965695388.4440649,-inf
"(39, 5)",-17403711771.671043,-inf,-inf,-17363384368.104897
"(39, 6)",-inf,-inf,-379250472839132.4,inf
"(39, 7)",-inf,-inf,-961343444679680.8,-173481559310140.75
"(39, 8)",-inf,-inf,-1.6908061437178424e+21,-9.140220620391742e+20
"(39, 9)",-inf,inf,-5619426340.48078,-inf
"(39, 11)",-inf,-8711599366.404886,-inf,-8693225288.655113
"(39, 12)",-inf,-inf,-1.0807078668167856e+20,inf
"(39, 13)",inf,-inf,-12035286856.661283,-inf
"(39, 15)",-inf,inf,-inf,-495631235915.553
"(39, 16)",-inf,-inf,-7.883710684319104e+43,-2.0916255113259306e+44
"(39, 17)",-inf,-inf,inf,-1.101938299714937e+32
"(39, 18)",-inf,-inf,inf,-1.847384557127291e+34
"(39, 19)",-inf,-inf,-1.5393579338332032e+31,-1.9052390469137112e+31
"(39, 20)",-inf,-inf,inf,-2.5731122739336127e+29
"(39, 21)",-inf,-inf,-6.75668536643422e+33,-1.1037569035731157e+34
"(39, 22)",-inf,-inf,inf,-4.825549266587376e+35
"(39, 23)",-inf,-inf,-1.4891139996013742e+43,-4.138835362746404e+43
"(39, 24)",-inf,-inf,-2.6346366476975304e+26,-1.372606352453813e+27
"(39, 25)",-36409689506.69337,-inf,inf,-inf
"(39, 27)",-inf,-inf,-inf,2.517217857040301e+201
"(39, 28)",-inf,-inf,-21851329.12757232,4.447214377588904e+203
"(39, 29)",-inf,-inf,-32303323.156600475,3.6924583210131353e+205
"(39, 30)",-inf,-inf,-46599113.3916252,1.933298249919681e+207
"(39, 31)",7.291150931775041e+208,-inf,-63744142.16708423,-inf
"(39, 33)",-258680628.8624716,9.087908893525701e+221,-inf,-inf
"(39, 35)",1.0014682265013397e+209,3.242257661606554e+218,-inf,-inf
"(39, 37)",-inf,-5019635231.127193,-inf,2.3900550118998127e+211
"(39, 38)",-inf,-inf,-5562984975.546457,6.607753645457182e+209
"(39, 39)",-inf,-inf,-5931082364.421126,9.075564921337668e+207
"(39, 40)",-inf,-inf,-6383287330.877061,5.415839746150501e+207
"(39, 41)",-inf,3.2051951639267344e+207,-6709036751.513717,-inf
"(39, 43)",3.941832853920426e+175,-101186574.43938424,-inf,-inf
"(39, 45)",-inf,1.0294535479801444e+165,-inf,-inf
"(39, 47)",3.361682358867584e+181,-272712270.52786213,-inf,-inf
"(39, 49)",-inf,3.833264189929571e+184,-inf,-217017348.45421508
"(39, 50)",-inf,-inf,1.184323597388776e+185,-250753632.99001035
"(39, 51)",-inf,-inf,3.624420114018985e+185,-275466017.5601693
"(39, 52)",-inf,-inf,1.0987315061793316e+186,-282771553.47257406
"(39, 53)",-inf,-inf,3.299345377166976e+186,-255038195.7899675
"(39, 54)",-inf,-inf,9.814313431784515e+186,-223779330.91039425
"(39, 55)",-inf,-190265937.72059163,2.892007415200727e+187,-inf
"(39, 57)",-13386.44434443169,-13438.401689657763,-inf,1.2950448547128337e+32
"(39, 58)",-inf,-inf,-10326.577760420736,3.721025699889707e+31
"(39, 59)",-inf,-inf,-8146.739068236445,1.0270001382698004e+31
"(39, 60)",-inf,-inf,-6105.021491856335,2.6932655972517964e+30
"(39, 61)",1.2920646636869292e+16,-inf,-4782.807828536121,6.694690045622186e+29
"(39, 62)",-inf,-inf,-3762.479378846488,6.183541575599817e+27
"(39, 63)",199814248.3382077,5.035658868933788e+25,119507728282786.6,-inf
"(40, 1)",-7.992983220470227e+17,-9.503929412808602e+17,-inf,-inf
"(40, 3)",inf,-1.4431391515915944e+19,-inf,-inf
"(40, 9)",-1.612523304691469e+16,-3878522353728498.5,-inf,-inf
"(40, 11)",-8217021866805.257,-13418146668993.887,-inf,-inf
"(40, 15)",-9.022009090634236e+27,-6.271485555901347e+27,-inf,-inf
"(40, 33)",-214858052.17060423,3.411303300674089e+222,-inf,-inf
"(40, 35)",-4121013968.827298,1.2227131567846194e+219,-inf,-inf
"(40, 37)",5.72660752690356e+212,-4562309346.173046,-inf,-inf
"(40, 41)",-6879385236.596968,1.8811708924417492e+207,-inf,-inf
"(40, 43)",1.3899477121163338e+174,-76796121.32390887,-inf,-inf
"(40, 45)",-17238481.23149728,1.848528276705604e+167,-inf,-inf
"(40, 47)",1.119343587513816e+182,-237512021.62651065,-inf,-inf
"(40, 49)",-185295954.83580875,1.22885915777966e+184,-inf,-inf
"(40, 55)",8.44250495477272e+187,-163390196.96523273,-inf,-inf
"(40, 57)",3.1421871410369527e+31,-13432.324193330904,-inf,-inf
"(40, 63)",-1907.3605289902464,2.5880826038388232e+23,-inf,-inf
"(41, 1)",-371197917.53537714,-inf,-inf,-inf
"(41, 3)",inf,-2.2536316856391066e+23,-inf,-inf
"(41, 5)",-inf,-inf,-inf,-403823356.8452915
"(41, 6)",-inf,-inf,-3942664977341.1006,inf
"(41, 7)",-inf,-inf,-5577063493835010.0,-2679252031429976.0
"(41, 8)",-inf,-inf,-39871116611140.33,inf
"(41, 9)",-3117494192.5198383,-inf,-67644011205.76021,inf
"(41, 10)",-inf,-inf,-4006550037311986.0,-2000431060923714.0
"(41, 11)",inf,-inf,-5426695281.014466,-inf
"(41, 13)",-inf,-608359787611.5931,-inf,-609481405990.5449
"(41, 14)",-inf,-inf,inf,-4.6076020525077265e+30
"(41, 15)",-631217912931.7838,-inf,-629433151147.0591,-inf
"(41, 17)",-inf,3.966591530173023e+231,-inf,1.4952005706894466e+207
"(41, 18)",-inf,-inf,8.577244857945294e+230,-330697296.6611073
"(41, 19)",-inf,-inf,1.899074307921881e+230,-365143023.03322816
"(41, 20)",-inf,-inf,5.293137894100938e+229,-373314220.6567171
"(41, 21)",-inf,-inf,4.205015637084156e+229,-350756450.1600184
"(41, 22)",-inf,-inf,3.235290875916077e+229,-300483841.73378605
"(41, 23)",-inf,-258091845.25192207,2.411132342824548e+229,-inf
"(41, 25)",-inf,-inf,-inf,5.397572590196911e+223
"(41, 26)",-inf,-inf,-30198119.78638965,5.8964223946554236e+225
"(41, 27)",-inf,2.8534453919075698e+227,2.976716403074284e+199,-49750910.126023695
"(41, 28)",-inf,-inf,1.2791525966058483e+227,-62093095.32366428
"(41, 29)",-inf,-inf,5.528708874278996e+226,-72894752.37036882
"(41, 30)",-inf,-inf,2.2999005479145526e+226,-77696210.8329538
"(41, 31)",-inf,-73684727.47878674,9.177907237404679e+225,-inf
"(41, 33)",1.7375721819633245e+180,1.225761361481565e+223,-inf,-inf
"(41, 35)",-3686462411.5523176,3.98564594577993e+219,-inf,-inf
"(41, 37)",1.0225264975191112e+214,-4041228503.177087,-inf,-inf
"(41, 39)",-inf,3.618936590486683e+206,-inf,-5655638290.575429
"(41, 40)",-inf,-inf,6.321618336227917e+206,-6126426412.95832
"(41, 41)",-6543100076.882995,-inf,1.0950500388103876e+207,-inf
"(41, 43)",4.036966412841788e+172,-inf,-inf,-56453073.85179638
"(41, 44)",-inf,-inf,9.375545420491552e+170,-38561732.73609956
"(41, 45)",-26371136.314632896,-inf,1.611673616732596e+169,-inf
"(41, 47)",3.6916925453691895e+182,-inf,-inf,-209580033.8131652
"(41, 48)",-inf,-inf,1.2059351496716783e+183,-173251997.15437242
"(41, 49)",-152687567.28066546,-151754667.66719797,3.9015904370510346e+183,-inf
"(41, 51)",-inf,-inf,-inf,2.7012806618341847e+167
"(41, 52)",-inf,-inf,-9523458.161232509,5.228964132971995e+169
"(41, 53)",-inf,4.991482064434908e+171,-14564311.801617073,-inf
"(41, 55)",2.4418193780837322e+188,-133407781.56561103,-inf,-inf
"(41, 57)",3.906342758090499e+30,-inf,-inf,-inf
"(41, 59)",-inf,8.019903229375234e+191,-inf,-353018637.2081819
"(41, 60)",-inf,-inf,2.1110344905328168e+192,-419154393.64596295
"(41, 61)",-inf,-456545250.0783473,5.506469470316472e+192,-inf
"(41, 63)",-1425.8012457218383,1.1803751716421348e+21,-inf,-inf
"(42, 3)",-1.344011607674586e+33,-2.2271299009937395e+33,-inf,-inf
"(42, 13)",-1.7498528391741067e+38,inf,-inf,-inf
"(42, 17)",-229824380.9977153,1.4652583381977786e+232,-inf,-inf
"(42, 23)",1.7395535845150668e+229,-211928101.04858968,-inf,-inf
"(42, 27)",-65664654.937084384,5.840303962798505e+227,-inf,-inf
"(42, 31)",3.516883779479961e+225,-64331986.11361361,-inf,-inf
"(42, 33)",-136080544.3449141,4.205469046083539e+223,-inf,-inf
"(42, 35)",-3116838783.411298,1.1286563501162841e+220,-inf,-inf
"(42, 37)",1.4509824440205597e+215,-3525673065.267493,-inf,-inf
"(42, 39)",-4958971972.431408,2.0546031373439632e+206,-inf,-inf
"(42, 49)",2.1391392615352663e+182,-112477911.9921005,-inf,-inf
"(42, 53)",-21531604.490422133,3.1644835378965623e+173,-inf,-inf
"(42, 55)",6.996544581593675e+188,-112409827.85533383,-inf,-inf
"(42, 59)",-295179512.14470816,3.018732474259789e+191,-inf,-inf
"(42, 61)",1.4231471352042394e+193,-472439918.6533474,-inf,-inf
"(42, 63)",-1178.332353275086,4.70265256311258e+18,-inf,-inf
"(43, 1)",-inf,-9048819234.047009,-inf,-9020561803.625528
"(43, 2)",-inf,-inf,-5.661114453387791e+25,inf
"(43, 3)",-5714004643.524462,-inf,-5723626988.943553,-inf
"(43, 5)",-inf,-41087824467.38625,-inf,-41140533053.54524
"(43, 6)",-inf,-inf,inf,-1.627701138526433e+28
"(43, 7)",-inf,-inf,inf,-2.819418831704507e+36
"(43, 8)",-inf,-inf,inf,-2.332952721766069e+30
"(43, 9)",-inf,-inf,inf,-2.4656372948168236e+27
"(43, 10)",-inf,-inf,inf,-1.2765978819348358e+33
"(43, 11)",-inf,-115699242020.60176,-115632059129.20747,-inf
"(43, 13)",-1.5191013341644326e+28,-5.474695079894076e+27,-inf,-inf
"(43, 15)",-inf,-80128349.11222126,-inf,9.37119332518476e+231
"(43, 16)",-inf,-inf,-121962102.40576996,2.189591919101586e+232
"(43, 17)",-188397373.192288,4.096488082741331e+232,-188094792.2582496,-inf
"(43, 19)",-inf,1.7769516769190048e+223,-inf,-inf
"(43, 21)",-inf,-118010302.57854144,-inf,8.300291264098861e+226
"(43, 22)",-inf,-inf,-145382896.4052717,1.0736586818428462e+228
"(43, 23)",1.2153050792844772e+229,-inf,6.516619764193103e+205,-171377088.0818563
"(43, 24)",-inf,-inf,7.144593375751024e+228,-153932752.80903754
"(43, 25)",-inf,-inf,4.035054631000658e+228,-135657517.49146706
"(43, 26)",-inf,-inf,2.194062342062494e+228,-110945087.50148363
"(43, 27)",-88091773.01422518,-inf,1.1538114932796579e+228,-inf
"(43, 29)",-inf,-inf,-inf,2.160953349476721e+221
"(43, 30)",-inf,-inf,-31755554.42889558,2.3770016493981924e+223
"(43, 31)",1.2917893490453885e+225,-inf,-53532573.83192517,-53524407.75371038
"(43, 32)",-inf,-inf,4.3077356184578515e+224,2.9380298351703407e+194
"(43, 33)",-103952803.11023824,-inf,1.3759354657646875e+224,-inf
"(43, 35)",-2638529974.075819,2.790951332228779e+220,-inf,-inf
"(43, 37)",1.7042997176169326e+216,-3064052551.9146085,-inf,-inf
"(43, 39)",-4298552961.786293,-inf,-inf,1.15669193028626e+206
"(43, 40)",-inf,-inf,-3719283367.4719167,6.457597497502458e+205
"(43, 41)",-inf,-inf,-3338608881.1798577,3.575325428535978e+205
"(43, 42)",-inf,-inf,-2937917287.781893,1.9628874292895762e+205
"(43, 43)",-inf,-inf,-2555223542.160024,1.068600408473004e+205
"(43, 44)",-inf,-inf,-2214589502.142513,5.769329079164661e+204
"(43, 45)",-inf,-inf,-1865434383.056364,3.0879850281166296e+204
"(43, 46)",-inf,-inf,-1598188428.2821114,1.6390011723331676e+204
"(43, 47)",-inf,8.625047862101609e+203,-1390186077.1196225,-inf
"(43, 49)",1.0504177892365851e+181,-inf,-inf,-85581901.59121147
"(43, 50)",-inf,-inf,4.542635435282895e+179,-66892849.76480802
"(43, 51)",-inf,-inf,1.7112352999985396e+178,-53435802.21650016
"(43, 52)",-inf,-inf,5.493643105801716e+176,-42396629.58284056
"(43, 53)",-31345944.21477567,-inf,1.4700289230591715e+175,-inf
"(43, 55)",1.9861246629221285e+189,-98919800.20616928,-inf,-99837835.85187458
"(43, 56)",-inf,-inf,5.525469796181255e+189,-131383552.58642882
"(43, 57)",-inf,-inf,1.523391943584745e+190,-167810540.68787497
"(43, 58)",-inf,-inf,4.160689671767926e+190,-208249850.27491248
"(43, 59)",-248961455.1930473,-inf,1.125845492740079e+191,-inf
"(43, 61)",3.6446100123054182e+193,-449908612.835009,-inf,-inf
"(43, 63)",-453.9882775059264,1.6032148614394896e+16,-inf,-inf
"(44, 1)",inf,-1.0726416541958457e+23,-inf,-inf
"(44, 5)",-9.38776224725144e+26,-5.484677984316733e+26,-inf,-inf
"(44, 11)",-3.2921092549308423e+25,-5.369705307660049e+25,-inf,-inf
"(44, 13)",-3.53307260304046e+29,inf,-inf,-inf
"(44, 15)",3.091179288385509e+231,-53643791.15282254,-inf,-inf
"(44, 17)",-236760805.36461207,3.970940310408072e+232,-inf,-inf
"(44, 19)",-27892612.200566016,1.3307290756056626e+224,-inf,-inf
"(44, 21)",5.413011684657672e+225,-93005860.78557344,-inf,-inf
"(44, 35)",-2171955957.1960454,6.027247314252292e+220,-inf,-inf
"(44, 37)",1.7043352111389685e+217,-2701871807.233951,-inf,-inf
"(44, 47)",-1178950719.608826,4.501122524355088e+203,-inf,-inf
"(44, 55)",6.071708124561172e+187,-71772023.44604856,-inf,-inf
"(44, 61)",9.249973029377116e+193,-389312187.1486959,-inf,-inf
"(44, 63)",110.18630617428396,45470762871466.48,-inf,-inf
"(45, 1)",-1.7293506757974606e+29,-4.520237011662025e+29,-inf,-inf
"(45, 3)",-inf,-18312106780.7418,-inf,-18330030125.29805
"(45, 4)",-inf,-inf,inf,-8.991189854402991e+25
"(45, 5)",-28403253895.00542,-inf,-28370167931.32944,-inf
"(45, 7)",-inf,-inf,-inf,-191687546.3737164
"(45, 8)",-inf,-inf,-2.6977036158448246e+38,-2.145335527063302e+38
"(45, 9)",-inf,inf,-452557913.7803337,-inf
"(45, 11)",-3.7582808143406584e+38,-5.361271468859223e+38,-inf,-inf
"(45, 13)",-1.9575036669175538e+33,inf,-inf,-inf
"(45, 15)",7.2768745201068786e+230,-34754510.66175979,-inf,-inf
"(45, 17)",-295631641.27529085,3.2606250985213704e+232,-inf,-inf
"(45, 19)",-40286297.7551685,-inf,-inf,3.710739733838476e+224
"(45, 20)",-inf,-inf,-54743571.94748156,4.5857495600376646e+224
"(45, 21)",2.8245588869288133e+224,-inf,-72711235.52323823,-inf
"(45, 23)",-inf,-436163950.858289,-inf,6.26806733527362e+228
"(45, 24)",-inf,-inf,-356820625.8638758,3.8853118942577997e+228
"(45, 25)",-inf,2.3087482677905675e+228,2.084654697697699e+211,-inf
"(45, 27)",-inf,-176358383.5610473,-inf,3.555254864590782e+226
"(45, 28)",-inf,-inf,-221233103.8144565,1.448191741155846e+226
"(45, 29)",-inf,-inf,-276937196.4076547,5.5844569345506226e+225
"(45, 30)",-inf,-inf,-330411812.50806934,2.0336901186764668e+225
"(45, 31)",-inf,-inf,-385688189.1628317,6.977237231916237e+224
"(45, 32)",-inf,-inf,-468730013.897169,2.249107604109209e+224
"(45, 33)",-inf,6.790559319971109e+223,-577555039.7360941,-inf
"(45, 35)",-1850574756.9747047,1.1394177911017187e+221,-inf,-inf
"(45, 37)",1.4811452278496323e+218,-2350547930.979561,-inf,-inf
"(45, 39)",-inf,-60149365.98768017,-inf,1.490379231545832e+190
"(45, 40)",-inf,-inf,-80502066.127482,7.85575132952659e+191
"(45, 41)",-inf,-inf,-103500466.89839354,3.4674409153847656e+193
"(45, 42)",-inf,-inf,-137240800.010329,1.2964436923074583e+195
"(45, 43)",-inf,4.193221735274664e+196,-175803444.92639586,-inf
"(45, 45)",-inf,6.074953690286659e+202,-inf,-660662552.7276218
"(45, 46)",-inf,-inf,1.194590029595322e+203,-809202364.547736
"(45, 47)",-974775882.588879,-inf,2.3288682161316445e+203,-inf
"(45, 49)",-inf,-242296822.2667161,-inf,1.7352558471745267e+200
"(45, 50)",-inf,-inf,-190978399.19014248,7.97934075018412e+199
"(45, 51)",-inf,-inf,-153292286.45889655,3.637483019092439e+199
"(45, 52)",-inf,-inf,-116225800.6338369,1.6439017558698979e+199
"(45, 53)",-inf,7.364316666688622e+198,-83088112.61982653,-inf
"(45, 55)",1.485738332470545e+186,-inf,-inf,-51164707.547849424
"(45, 56)",-inf,-inf,2.8938277240787967e+184,-33777992.436387315
"(45, 57)",-inf,-inf,4.2063909956532995e+182,-22596037.35737116
"(45, 58)",-inf,-inf,4.0301646357607497e+180,-14998623.717679296
"(45, 59)",-inf,-inf,1.882294941066068e+178,-inf
"(45, 61)",2.326487700522216e+194,-341655499.98853445,-inf,-inf
"(45, 63)",124.63274768913467,102999664717.6014,-inf,-inf
"(46, 1)",inf,-1.3118180261022581e+23,-inf,-inf
"(46, 3)",-8.968082716011113e+40,inf,-inf,-inf
"(46, 9)",-2.2570804742859923e+28,-7.437862752362127e+27,-inf,-inf
"(46, 11)",-4.311377913313596e+25,-5.448947869391343e+25,-inf,-inf
"(46, 13)",-5.278520147733866e+23,inf,-inf,-inf
"(46, 15)",1.0662757406796806e+230,-22017682.03995197,-inf,-inf
"(46, 17)",-353681474.9616509,2.2135512433358058e+232,-inf,-inf
"(46, 23)",9.701748817581078e+228,-523054096.7955973,-inf,-inf
"(46, 25)",-225145088.87652427,1.3129557799579611e+228,-inf,-inf
"(46, 27)",8.28089195261288e+226,-138120022.76353016,-inf,-inf
"(46, 33)",-706902143.2328854,1.9141167525954173e+223,-inf,-inf
"(46, 35)",-1604953240.6722283,1.882861582004861e+221,-inf,-inf
"(46, 37)",1.136448027574074e+219,-2032257534.0600111,-inf,-inf
"(46, 39)",2.2639085477143085e+188,-43338233.47583488,-inf,-inf
"(46, 43)",-212550208.63762105,1.205836070678139e+198,-inf,-inf
"(46, 45)",-524743653.89296216,3.0627936980467462e+202,-inf,-inf
"(46, 49)",3.741488468264239e+200,-293800198.1785414,-inf,-inf
"(46, 53)",-62250760.19543717,3.270301240417412e+198,-inf,-inf
"(46, 61)",5.798577844667805e+194,-294504629.54119307,-inf,-inf
"(46, 63)",-320.13900000000007,174692340.12190002,-inf,-inf
"(47, 1)",inf,-inf,-inf,-13433677677.76726
"(47, 2)",-inf,-inf,-9.644174457796045e+25,-4.035991166090479e+26
"(47, 3)",-11309591154.257196,-inf,inf,-744168323233.8606
"(47, 4)",-inf,-inf,inf,-3.175866698286562e+21
"(47, 5)",-inf,-inf,-1.8101243408420908e+25,-3.2320250332017805e+25
"(47, 6)",-inf,-inf,-2.288837738651427e+28,-8.339510807946346e+28
"(47, 7)",-inf,-inf,inf,-3.3528306781292287e+31
"(47, 8)",-inf,-inf,inf,-1.1356310175196865e+25
"(47, 9)",-1128925930.4132693,-inf,inf,-inf
"(47, 11)",inf,-inf,-inf,-226440701957.8946
"(47, 12)",-inf,-inf,-1.4467125949623023e+42,-2.461472805732237e+42
"(47, 13)",-309453486985.93964,-inf,-309382603696.2963,-inf
"(47, 15)",7.220580555809082e+228,-inf,-inf,-inf
"(47, 17)",-417713010.3669936,-inf,-inf,1.2046380668647204e+232
"(47, 18)",-inf,-inf,-482830335.2293277,5.035238892757308e+231
"(47, 19)",-inf,-inf,-562696224.5695287,1.5148537994458434e+231
"(47, 20)",-inf,-inf,-621665768.260041,2.9131419069629176e+230
"(47, 21)",-inf,-inf,-644665649.6648942,2.8450702780323397e+229
"(47, 22)",-inf,-inf,-632969910.3015229,2.0654250876267388e+229
"(47, 23)",1.443754438297311e+229,-inf,-589661101.1203169,-inf
"(47, 25)",-174447784.73421445,-inf,-inf,7.1398269503968864e+227
"(47, 26)",-inf,-inf,-137405207.83613202,3.705515040082288e+227
"(47, 27)",1.8331412054034464e+227,-inf,-108813419.02295724,2.9258679881734294e+214
"(47, 28)",-inf,-inf,1.576847224774319e+226,-65136306.2777226
"(47, 29)",-inf,-inf,9.635622861938909e+224,-39159938.80682432
"(47, 30)",-inf,-inf,3.760859414217531e+223,-24411167.47676593
"(47, 31)",-inf,-inf,6.996454331732108e+221,-inf
"(47, 33)",-833729834.1000317,-inf,-inf,5.0171367536747946e+222
"(47, 34)",-inf,-inf,-1026087530.4938552,1.2175880811769193e+222
"(47, 35)",7.516746431586028e+215,-inf,-1355060453.896896,2.7206406411452014e+221
"(47, 36)",-inf,-inf,-1541254993.8960528,4.826446796770378e+220
"(47, 37)",7.794188822880028e+219,-inf,-1771084793.6991427,-inf
"(47, 39)",2.5483332753767087e+186,-inf,-inf,-29121982.49836617
"(47, 40)",-inf,-inf,1.862332972187424e+184,-19045121.121176496
"(47, 41)",-inf,-inf,6.690456275367018e+181,-inf
"(47, 43)",-258003780.1345609,-inf,-inf,3.0993657671747224e+199
"(47, 44)",-inf,-inf,-319925066.8374195,7.263200967981569e+200
"(47, 45)",-424195877.7906823,-inf,-421570485.0310598,1.5312876277253916e+202
"(47, 46)",-inf,-inf,-456473022.5609017,7.414575930704036e+201
"(47, 47)",-inf,-inf,-440848724.29566056,3.55944508326917e+201
"(47, 48)",-inf,-inf,-393370173.5689244,1.6943239736523168e+201
"(47, 49)",7.996093692686079e+200,-inf,-343631679.1644761,-inf
"(47, 51)",-inf,-inf,-inf,5.0289095977873295e+193
"(47, 52)",-inf,-inf,-26489826.20707748,1.2201882593770978e+196
"(47, 53)",-44201615.81088496,-inf,-44129013.07041795,1.4396264593971356e+198
"(47, 54)",-inf,-inf,-57577289.66733665,6.258736760287284e+197
"(47, 55)",-inf,-inf,-78151029.13013819,2.6969611653223422e+197
"(47, 56)",-inf,-inf,-101007119.87688628,1.151953908321792e+197
"(47, 57)",-inf,-inf,-125826312.2139822,4.8762396687464985e+196
"(47, 58)",-inf,-inf,-151530500.78218606,2.0460153456226017e+196
"(47, 59)",-inf,-inf,-181532768.5600617,8.508151514945865e+195
"(47, 60)",-inf,-inf,-215935284.82444784,3.5066463930518445e+195
"(47, 61)",1.432326670440965e+195,-inf,-251726863.0768504,-inf
"(47, 63)",-370.9980000000001,197195.24168859585,-inf,-inf
